total_videos,total_channels,total_countries,total_views,total_likes,total_comments,avg_views,avg_likes,avg_comments,avg_engagement_rate,avg_like_rate,avg_comment_rate,max_views,avg_like_ratio
161470,12361,4,390733840839,10602434110,1136021168,2419854,65662,7035,0.0416,2.71,0.291,424538912,0.922
